YEAR,LOCATION,"REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","PRODUCTION in TONS","YIELD in TONS / ACRE","PRODUCTION in $"
1996,FLORIDA,YEAR,HAY,"ALL PRODUCTION PRACTICES","240,000","624,000",2.6,"52,416,000"
1996,GEORGIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","600,000","1,680,000",2.8,"105,000,000"
1996,GEORGIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","600,000","1,680,000",2.8,"105,000,000"
1996,IDAHO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,000,000","4,200,000",4.2,"407,400,000"
1996,IDAHO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","280,000","560,000",2,"42,840,000"
1996,IDAHO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,280,000","4,760,000",3.72,"450,240,000"
1996,IDAHO,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"785,000","3,864,000",4.92," "
1996,IDAHO,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"215,000","336,000",1.56," "
1996,ILLINOIS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","550,000","1,980,000",3.6,"225,720,000"
1996,ILLINOIS,YEAR,HAY,"ALL PRODUCTION PRACTICES","950,000","2,860,000",3.01,"302,280,000"
1996,ILLINOIS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","400,000","880,000",2.2,"76,560,000"
1996,INDIANA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","425,000","1,360,000",3.2,"194,480,000"
1996,INDIANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","300,000","660,000",2.2,"67,320,000"
1996,INDIANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","725,000","2,020,000",2.79,"261,800,000"
1996,IOWA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,200,000","4,320,000",3.6,"466,560,000"
1996,IOWA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","450,000","990,000",2.2,"71,775,000"
1996,IOWA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,650,000","5,310,000",3.22,"538,335,000"
1996,KANSAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,500,000","7,010,000",2.8,"543,695,000"
1996,KANSAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","800,000","3,440,000",4.3,"302,720,000"
1996,KANSAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,700,000","3,570,000",2.1,"240,975,000"
1996,KENTUCKY,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,400,000","5,700,000",2.38,"442,350,000"
1996,KENTUCKY,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","2,100,000","4,620,000",2.2,"325,710,000"
1996,KENTUCKY,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","300,000","1,080,000",3.6,"116,640,000"
1996,LOUISIANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","310,000","837,000",2.7,"46,035,000"
1996,LOUISIANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","310,000","837,000",2.7,"46,035,000"
1996,MAINE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","175,000","306,000",1.75,"26,010,000"
1996,MAINE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","10,000","30,000",3,"3,300,000"
1996,MAINE,YEAR,HAY,"ALL PRODUCTION PRACTICES","185,000","336,000",1.82,"29,310,000"
1996,MARYLAND,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","60,000","282,000",4.7,"36,096,000"
1996,MARYLAND,YEAR,HAY,"ALL PRODUCTION PRACTICES","220,000","698,000",3.17,"83,104,000"
1996,MARYLAND,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","160,000","416,000",2.6,"47,008,000"
1996,MASSACHUSETTS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","15,000","30,000",2,"4,080,000"
1996,MASSACHUSETTS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","75,000","150,000",2,"17,100,000"
1996,MASSACHUSETTS,YEAR,HAY,"ALL PRODUCTION PRACTICES","90,000","180,000",2,"21,180,000"
1996,MICHIGAN,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","350,000","770,000",2.2,"73,535,000"
1996,MICHIGAN,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,300,000","4,190,000",3.22,"442,895,000"
1996,MICHIGAN,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","950,000","3,420,000",3.6,"369,360,000"
1996,MINNESOTA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,225,000","5,998,000",2.7,"526,646,000"
1996,MINNESOTA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,475,000","4,573,000",3.1,"439,008,000"
1996,MINNESOTA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","750,000","1,425,000",1.9,"87,638,000"
1996,MISSISSIPPI,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","800,000","2,000,000",2.5,"108,000,000"
1996,MISSISSIPPI,YEAR,HAY,"ALL PRODUCTION PRACTICES","800,000","2,000,000",2.5,"108,000,000"
1996,MISSOURI,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,880,000","7,270,000",1.87,"505,195,000"
1996,MISSOURI,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","3,400,000","5,950,000",1.75,"371,875,000"
1996,MISSOURI,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","480,000","1,320,000",2.75,"133,320,000"
1996,MONTANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,600,000","4,920,000",1.89,"379,620,000"
1996,MONTANA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,700,000","3,570,000",2.1,"289,170,000"
1996,MONTANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","900,000","1,350,000",1.5,"90,450,000"
1996,MONTANA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"800,000","2,500,000",3.1," "
1996,MONTANA,YEAR,"HAY IRRIGATED",IRRIGATED,"1,180,000","3,250,000",2.75," "
1996,MONTANA,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"380,000","750,000",2," "
1996,MONTANA,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"520,000","600,000",1.2," "
1996,MONTANA,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"1,420,000","1,670,000",1.18," "
1996,MONTANA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"900,000","1,070,000",1.2," "
1996,NEBRASKA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,400,000","5,180,000",3.7,"357,420,000"
1996,NEBRASKA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,750,000","2,275,000",1.3,"112,613,000"
1996,NEBRASKA,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,150,000","7,455,000",2.37,"470,033,000"
1996,NEBRASKA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"360,000","1,728,000",4.8," "
1996,NEBRASKA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"1,040,000","3,452,000",3.32," "
1996,NEVADA,YEAR,HAY,"ALL PRODUCTION PRACTICES","480,000","1,516,000",3.16,"146,421,000"
1996,NEVADA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","250,000","1,125,000",4.5,"114,750,000"
1996,NEVADA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","230,000","391,000",1.7,"31,671,000"
1996,"NEW HAMPSHIRE",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","12,000","23,000",1.95,"3,059,000"
1996,"NEW HAMPSHIRE",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","55,000","94,000",1.7,"10,340,000"
1996,"NEW HAMPSHIRE",YEAR,HAY,"ALL PRODUCTION PRACTICES","67,000","117,000",1.75,"13,399,000"
1996,"NEW JERSEY",YEAR,HAY,"ALL PRODUCTION PRACTICES","120,000","269,000",2.24,"31,873,000"
1996,"NEW JERSEY",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","25,000","88,000",3.5,"12,144,000"
1996,"NEW JERSEY",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","95,000","181,000",1.9,"19,729,000"
1996,"NEW MEXICO",YEAR,HAY,"ALL PRODUCTION PRACTICES","350,000","1,475,000",4.21,"184,175,000"
1996,"NEW MEXICO",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","100,000","200,000",2,"19,700,000"
1996,"NEW MEXICO",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","250,000","1,275,000",5.1,"164,475,000"
1996,"NEW YORK",YEAR,HAY,"ALL PRODUCTION PRACTICES","1,510,000","3,468,000",2.3,"301,566,000"
1996,"NEW YORK",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","870,000","1,740,000",2,"129,630,000"
1996,"NEW YORK",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","640,000","1,728,000",2.7,"171,936,000"
1996,"NORTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","630,000","1,323,000",2.1,"107,163,000"
1996,"NORTH CAROLINA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","15,000","42,000",2.8,"5,124,000"
1996,"NORTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","645,000","1,365,000",2.12,"112,287,000"
1996,"NORTH DAKOTA",YEAR,HAY,"ALL PRODUCTION PRACTICES","2,900,000","4,825,000",1.66,"240,068,000"
1996,"NORTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,700,000","3,145,000",1.85,"174,548,000"
1996,"NORTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,200,000","1,680,000",1.4,"65,520,000"
1996,OHIO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","500,000","1,300,000",2.6,"117,650,000"
1996,OHIO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,200,000","3,400,000",2.83,"455,750,000"
1996,OHIO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","700,000","2,100,000",3,"338,100,000"
1996,OKLAHOMA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,660,000","4,940,000",1.86,"371,220,000"
1996,OKLAHOMA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","2,300,000","3,680,000",1.6,"226,320,000"
1996,OKLAHOMA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","360,000","1,260,000",3.5,"144,900,000"
1996,OREGON,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,070,000","3,244,000",3.03,"313,336,000"
1996,OREGON,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","610,000","1,220,000",2,"92,720,000"
1996,OREGON,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","460,000","2,024,000",4.4,"220,616,000"
1996,PENNSYLVANIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,880,000","4,585,000",2.44,"551,175,000"
1996,PENNSYLVANIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","750,000","2,325,000",3.1,"313,875,000"
1996,PENNSYLVANIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,130,000","2,260,000",2,"237,300,000"
1996,"RHODE ISLAND",YEAR,HAY,"ALL PRODUCTION PRACTICES","8,000","19,000",2.38,"2,513,000"
1996,"RHODE ISLAND",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","6,000","13,000",2.2,"1,625,000"
1996,"RHODE ISLAND",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,000","6,000",2.9,"888,000"
1996,"SOUTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","280,000","560,000",2,"46,200,000"
1996,"SOUTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","280,000","560,000",2,"46,200,000"
1996,"SOUTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,800,000","2,700,000",1.5,"152,550,000"
1996,"SOUTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,500,000","5,500,000",2.2,"464,750,000"
1996,"SOUTH DAKOTA",YEAR,HAY,"ALL PRODUCTION PRACTICES","4,300,000","8,200,000",1.91,"617,300,000"
1996,TENNESSEE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","40,000","136,000",3.4,"14,144,000"
1996,TENNESSEE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,750,000","3,675,000",2.1,"158,025,000"
1996,TENNESSEE,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,790,000","3,811,000",2.13,"172,169,000"
1996,TEXAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","4,350,000","7,815,000",1.8,"687,795,000"
1996,TEXAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","150,000","675,000",4.5,"95,175,000"
1996,TEXAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","4,200,000","7,140,000",1.7,"592,620,000"
1996,UTAH,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","545,000","2,180,000",4,"158,050,000"
1996,UTAH,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","160,000","336,000",2.1,"15,624,000"
1996,UTAH,YEAR,HAY,"ALL PRODUCTION PRACTICES","705,000","2,516,000",3.57,"173,674,000"
1996,VERMONT,YEAR,HAY,"ALL PRODUCTION PRACTICES","250,000","507,000",2.03,"49,562,000"
1996,VERMONT,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","185,000","370,000",2,"33,670,000"
1996,VERMONT,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","65,000","137,000",2.1,"15,892,000"
1996,VIRGINIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,270,000","2,962,000",2.33,"228,415,000"
1996,VIRGINIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","120,000","432,000",3.6,"47,520,000"
1996,VIRGINIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,150,000","2,530,000",2.2,"180,895,000"
1996,WASHINGTON,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","310,000","837,000",2.7,"118,017,000"
1996,WASHINGTON,YEAR,HAY,"ALL PRODUCTION PRACTICES","800,000","3,140,000",3.93,"371,347,000"
1996,WASHINGTON,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","490,000","2,303,000",4.7,"253,330,000"
1996,"WEST VIRGINIA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","530,000","954,000",1.8,"50,562,000"
1996,"WEST VIRGINIA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","40,000","112,000",2.8,"11,424,000"
1996,"WEST VIRGINIA",YEAR,HAY,"ALL PRODUCTION PRACTICES","570,000","1,066,000",1.87,"61,986,000"
1996,WISCONSIN,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,500,000","6,050,000",2.42,"503,325,000"
1996,WISCONSIN,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","400,000","800,000",2,"49,200,000"
1996,WISCONSIN,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,100,000","5,250,000",2.5,"454,125,000"
1996,WYOMING,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","600,000","720,000",1.2,"50,040,000"
1996,WYOMING,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","620,000","1,488,000",2.4,"115,320,000"
1996,WYOMING,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,220,000","2,208,000",1.81,"165,360,000"
1996,WYOMING,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"425,000","1,274,000",3," "
1996,WYOMING,YEAR,"HAY IRRIGATED",IRRIGATED,"915,000","1,906,000",2.1," "
1996,WYOMING,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"490,000","632,000",1.3," "
1996,WYOMING,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"110,000","88,000",0.8," "
1996,WYOMING,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"305,000","302,000",1," "
1996,WYOMING,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"195,000","214,000",1.1," "
1995,ALABAMA,YEAR,HAY,"ALL PRODUCTION PRACTICES","720,000","1,512,000",2.1,"75,600,000"
1995,ALABAMA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","720,000","1,512,000",2.1,"75,600,000"
1995,ALASKA,YEAR,HAY,"ALL PRODUCTION PRACTICES","19,200","22,800",1.19," "
1995,ALASKA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","19,200","22,800",1.19," "
1995,ARIZONA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","165,000","1,287,000",7.8,"101,673,000"
1995,ARIZONA,YEAR,HAY,"ALL PRODUCTION PRACTICES","195,000","1,392,000",7.14,"109,496,000"
1995,ARIZONA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","30,000","105,000",3.5,"7,823,000"
1995,ARKANSAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,025,000","1,948,000",1.9,"108,114,000"
1995,ARKANSAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,050,000","2,011,000",1.92,"115,359,000"
1995,ARKANSAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","25,000","63,000",2.5,"7,245,000"
1995,CALIFORNIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,470,000","8,341,000",5.67,"780,299,000"
1995,CALIFORNIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","940,000","6,486,000",6.9,"655,086,000"
1995,CALIFORNIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","530,000","1,855,000",3.5,"125,213,000"
1995,COLORADO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","850,000","3,060,000",3.6,"270,810,000"
1995,COLORADO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,400,000","4,050,000",2.89,"354,960,000"
1995,COLORADO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","550,000","990,000",1.8,"84,150,000"
1995,COLORADO,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"774,000","2,940,000",3.8," "
1995,COLORADO,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"400,000","795,000",2," "
1995,COLORADO,YEAR,"HAY IRRIGATED",IRRIGATED,"1,174,000","3,735,000",3.2," "
1995,COLORADO,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"150,000","195,000",1.3," "
1995,COLORADO,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"76,000","120,000",1.6," "
1995,COLORADO,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"226,000","315,000",1.4," "
1995,CONNECTICUT,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","58,000","110,000",1.9,"12,650,000"
1995,CONNECTICUT,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","15,000","32,000",2.1,"4,416,000"
1995,CONNECTICUT,YEAR,HAY,"ALL PRODUCTION PRACTICES","73,000","142,000",1.95,"17,066,000"
1995,DELAWARE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","4,000","15,000",3.75,"1,620,000"
1995,DELAWARE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","7,000","16,000",2.3,"1,648,000"
1995,DELAWARE,YEAR,HAY,"ALL PRODUCTION PRACTICES","11,000","31,000",2.82,"3,268,000"
1995,FLORIDA,YEAR,HAY,"ALL PRODUCTION PRACTICES","230,000","575,000",2.5,"47,725,000"
1995,FLORIDA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","230,000","575,000",2.5,"47,725,000"
1995,GEORGIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","600,000","1,500,000",2.5,"97,500,000"
1995,GEORGIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","600,000","1,500,000",2.5,"97,500,000"
1995,IDAHO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,400,000","5,080,000",3.63,"434,785,000"
1995,IDAHO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,100,000","4,510,000",4.1,"396,880,000"
1995,IDAHO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","300,000","570,000",1.9,"37,905,000"
1995,IDAHO,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"870,000","4,100,000",4.71," "
1995,IDAHO,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"230,000","410,000",1.78," "
1995,ILLINOIS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","430,000","1,118,000",2.6,"72,670,000"
1995,ILLINOIS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","570,000","2,280,000",4,"197,220,000"
1995,ILLINOIS,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,000,000","3,398,000",3.4,"269,890,000"
1995,INDIANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","720,000","2,400,000",3.33,"178,160,000"
1995,INDIANA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","320,000","1,280,000",4,"103,680,000"
1995,INDIANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","400,000","1,120,000",2.8,"74,480,000"
1995,IOWA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,350,000","4,860,000",3.6,"410,670,000"
1995,IOWA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,700,000","5,665,000",3.33,"457,763,000"
1995,IOWA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","350,000","805,000",2.3,"47,093,000"
1995,KANSAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,750,000","3,325,000",1.9,"187,863,000"
1995,KANSAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,600,000","6,555,000",2.52,"436,573,000"
1995,KANSAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","850,000","3,230,000",3.8,"248,710,000"
1995,KENTUCKY,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","2,100,000","4,620,000",2.2,"284,130,000"
1995,KENTUCKY,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,400,000","5,790,000",2.41,"398,790,000"
1995,KENTUCKY,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","300,000","1,170,000",3.9,"114,660,000"
1995,LOUISIANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","310,000","744,000",2.4,"34,224,000"
1995,LOUISIANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","310,000","744,000",2.4,"34,224,000"
1995,MAINE,YEAR,HAY,"ALL PRODUCTION PRACTICES","225,000","419,000",1.86,"35,138,000"
1995,MAINE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","210,000","389,000",1.85,"31,898,000"
1995,MAINE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","15,000","30,000",2,"3,240,000"
1995,MARYLAND,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","55,000","237,000",4.3,"25,833,000"
1995,MARYLAND,YEAR,HAY,"ALL PRODUCTION PRACTICES","205,000","552,000",2.69,"58,593,000"
1995,MARYLAND,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","150,000","315,000",2.1,"32,760,000"
1995,MASSACHUSETTS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","20,000","48,000",2.4,"6,480,000"
1995,MASSACHUSETTS,YEAR,HAY,"ALL PRODUCTION PRACTICES","100,000","192,000",1.92,"22,320,000"
1995,MASSACHUSETTS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","80,000","144,000",1.8,"15,840,000"
1995,MICHIGAN,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,350,000","5,025,000",3.72,"331,995,000"
1995,MICHIGAN,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","300,000","720,000",2.4,"43,560,000"
1995,MICHIGAN,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,050,000","4,305,000",4.1,"288,435,000"
1995,MINNESOTA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,425,000","4,988,000",3.5,"406,522,000"
1995,MINNESOTA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,275,000","6,943,000",3.05,"494,497,000"
1995,MINNESOTA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","850,000","1,955,000",2.3,"87,975,000"
1995,MISSISSIPPI,YEAR,HAY,"ALL PRODUCTION PRACTICES","725,000","1,668,000",2.3,"85,068,000"
1995,MISSISSIPPI,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","725,000","1,668,000",2.3,"85,068,000"
1995,MISSOURI,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","3,000,000","5,850,000",1.95,"353,925,000"
1995,MISSOURI,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","450,000","1,260,000",2.8,"124,740,000"
1995,MISSOURI,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,450,000","7,110,000",2.06,"478,665,000"
1995,MONTANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","800,000","1,360,000",1.7,"76,840,000"
1995,MONTANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,400,000","5,360,000",2.23,"346,840,000"
1995,MONTANA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,600,000","4,000,000",2.5,"270,000,000"
1995,MONTANA,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"360,000","780,000",2.2," "
1995,MONTANA,YEAR,"HAY IRRIGATED",IRRIGATED,"1,140,000","3,435,000",3.01," "
1995,MONTANA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"780,000","2,655,000",3.4," "
1995,MONTANA,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"1,260,000","1,925,000",1.53," "
1995,MONTANA,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"440,000","580,000",1.3," "
