YEAR,name,REFERENCE PERIOD,COMMODITY,PRODN PRACTICE,AREA HARVESTED in ACRES,tons-produced,dollars,price-per-ton,yield-tons-per-acre
2007,Indiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"610,000",1416000,213192000,150,2.32
2007,Iowa,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,380,000",4944000,547440000,110,3.58
2007,Kansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,900,000",6530000,614770000,94,2.25
2007,Kentucky,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,680,000",4104000,385200000,93,1.53
2007,Louisiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"420,000",1134000,89586000,79,2.7
2007,Maine,YEAR,HAY,ALL PRODUCTION PRACTICES,"144,000",266000,40196000,151,1.85
2007,Maryland,YEAR,HAY,ALL PRODUCTION PRACTICES,"215,000",470000,100470000,213,2.19
2007,Massachusetts,YEAR,HAY,ALL PRODUCTION PRACTICES,"79,000",148000,27470000,185,1.87
2007,Michigan,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,050,000",2429000,299411000,123,2.31
2007,Minnesota,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,800,000",4240000,468780000,110,2.36
2007,Mississippi,YEAR,HAY,ALL PRODUCTION PRACTICES,"800,000",1840000,119600000,65,2.3
2007,Missouri,YEAR,HAY,ALL PRODUCTION PRACTICES,"4,050,000",7528000,746372000,99,1.86
2007,Montana,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,600,000",5090000,400760000,78,1.96
2007,Nebraska,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,650,000",6185000,532455000,86,2.33
2007,Nevada,YEAR,HAY,ALL PRODUCTION PRACTICES,"460,000",1544000,227108000,147,3.36
2007,New Hampshire,YEAR,HAY,ALL PRODUCTION PRACTICES,"55,000",107000,19312000,180,1.95
2007,New Jersey,YEAR,HAY,ALL PRODUCTION PRACTICES,"115,000",206000,31034000,150,1.79
2007,New Mexico,YEAR,HAY,ALL PRODUCTION PRACTICES,"350,000",1512000,244584000,161,4.32
